word,logp
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3021055459976196, 1.5110700130462646, 1.9648640155792236]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4907644987106323, 1.5731021165847778, 2.024155855178833]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4359164237976074, 1.5770270824432373, 1.9670637845993042]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4723023176193237, 1.5754607915878296, 1.9755297899246216]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.416678547859192, 1.5716992616653442, 1.9173275232315063]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5011134147644043, 1.5630625486373901, 1.8971107006072998]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3265379667282104, 1.4830412864685059, 1.9358570575714111]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.396346092224121, 1.6026936769485474, 1.9508541822433472]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.503379464149475, 1.5694464445114136, 1.99738347530365]"
"['<sos>', 'product', 'quality', '<eos>']","[0.0, 1.4083080291748047, 1.575213074684143, 2.0005455017089844]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.544190526008606, 1.5882171392440796, 1.928503394126892]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5001763105392456, 1.549177885055542, 2.016176223754883]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.566022276878357, 1.611282467842102, 1.9592877626419067]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.450648307800293, 1.6268630027770996, 1.9494584798812866]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5771418809890747, 1.5580391883850098, 1.993491530418396]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4493255615234375, 1.5439027547836304, 1.9231809377670288]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6095918416976929, 1.6247353553771973, 1.9304436445236206]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.5143271684646606, 1.6057928800582886, 2.0410661697387695]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4478784799575806, 1.5824617147445679, 1.8169975280761719]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3217872381210327, 1.5889949798583984, 1.9715105295181274]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.2869280576705933, 1.510243535041809, 1.8673263788223267]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4827197790145874, 1.5484511852264404, 1.9234298467636108]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.1547499895095825, 1.4269152879714966, 1.8927338123321533]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.639801025390625, 1.6565788984298706, 1.9207220077514648]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.2719632387161255, 1.4891079664230347, 1.8983616828918457]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4749826192855835, 1.5764594078063965, 1.891890048980713]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5702178478240967, 1.620402455329895, 1.9886724948883057]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3771193027496338, 1.5972416400909424, 1.9391896724700928]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4171030521392822, 1.5250804424285889, 2.043509006500244]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4715385437011719, 1.6172946691513062, 1.9736932516098022]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.3965117931365967, 1.5734418630599976, 2.0178616046905518]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4156216382980347, 1.5710480213165283, 1.848048448562622]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.404037356376648, 1.5559113025665283, 1.9302637577056885]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4635356664657593, 1.5468741655349731, 1.9912267923355103]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3376860618591309, 1.5694491863250732, 1.8667012453079224]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4077517986297607, 1.5391560792922974, 1.8767499923706055]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5554983615875244, 1.629358172416687, 1.8953112363815308]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3558765649795532, 1.5703685283660889, 2.0054726600646973]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6082717180252075, 1.6625559329986572, 1.8525192737579346]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4451464414596558, 1.6104421615600586, 1.8167592287063599]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3902841806411743, 1.5822596549987793, 1.909550428390503]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3259750604629517, 1.5379812717437744, 1.9683679342269897]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.559564471244812, 1.6065292358398438, 1.907225489616394]"
"['<sos>', 'drive', 'drive', '<eos>']","[0.0, 1.5994592905044556, 1.725622534751892, 1.9143162965774536]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4203143119812012, 1.6179925203323364, 1.9848541021347046]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5448764562606812, 1.5752009153366089, 1.9465442895889282]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4089704751968384, 1.5420149564743042, 1.9220058917999268]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.2466074228286743, 1.5152428150177002, 1.863824725151062]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4908788204193115, 1.5945191383361816, 2.0797879695892334]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4935979843139648, 1.5820202827453613, 1.9195878505706787]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3605449199676514, 1.544547200202942, 1.9805461168289185]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5839282274246216, 1.6118168830871582, 1.9842817783355713]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5687638521194458, 1.5772669315338135, 2.012071132659912]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.650057077407837, 1.627480387687683, 1.9926570653915405]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3685660362243652, 1.5942602157592773, 1.9813798666000366]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.185795545578003, 1.4769854545593262, 2.0014941692352295]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5557963848114014, 1.5937191247940063, 1.9604986906051636]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4028321504592896, 1.6130226850509644, 1.92090904712677]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.607707142829895, 1.6399770975112915, 1.9194539785385132]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2546358108520508, 1.576892375946045, 1.8675564527511597]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.7061713933944702, 1.707199215888977, 1.9025095701217651]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4624015092849731, 1.6206676959991455, 2.0140910148620605]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5422717332839966, 1.5769110918045044, 1.9631544351577759]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4370092153549194, 1.5797332525253296, 2.0634775161743164]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3558584451675415, 1.483726143836975, 1.9940840005874634]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5868760347366333, 1.5989629030227661, 2.0335326194763184]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4680054187774658, 1.5607272386550903, 1.9463284015655518]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3976975679397583, 1.5485167503356934, 2.0150508880615234]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.503497838973999, 1.6099270582199097, 2.003682851791382]"
"['<sos>', 'sound', 'sound', 'sound', '<eos>']","[0.0, 1.6541423797607422, 1.790936827659607, 1.818267822265625, 1.9785360097885132]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5837193727493286, 1.5972837209701538, 1.959537386894226]"
"['<sos>', 'price', 'price', 'price', '<eos>']","[0.0, 1.4029368162155151, 1.5810047388076782, 1.5693966150283813, 1.9445781707763672]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5311964750289917, 1.6296937465667725, 1.8347654342651367]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4880772829055786, 1.638184666633606, 2.0197412967681885]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.567256212234497, 1.5879775285720825, 2.0333964824676514]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4754513502120972, 1.5257236957550049, 2.047632932662964]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.566300868988037, 1.6334797143936157, 1.8099737167358398]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4918527603149414, 1.6245875358581543, 2.0376408100128174]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.3856889009475708, 1.573501706123352, 1.987706184387207]"
"['<sos>', 'product', 'quality', '<eos>']","[0.0, 1.3732883930206299, 1.5447160005569458, 2.0272436141967773]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4141324758529663, 1.5606812238693237, 1.9531112909317017]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3711522817611694, 1.5435140132904053, 1.9533541202545166]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.500624418258667, 1.5733689069747925, 1.9569103717803955]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2383036613464355, 1.561065673828125, 1.9709858894348145]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.248971700668335, 1.5557036399841309, 1.896952509880066]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4367763996124268, 1.5691543817520142, 1.996038556098938]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4831074476242065, 1.6193554401397705, 2.0306947231292725]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.504808783531189, 1.587835669517517, 1.9982335567474365]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3091380596160889, 1.5282225608825684, 2.0180532932281494]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.444051742553711, 1.544992208480835, 1.965651512145996]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6387945413589478, 1.694303274154663, 1.873913049697876]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.404191255569458, 1.564574956893921, 1.833455204963684]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.3652702569961548, 1.56709623336792, 2.0159335136413574]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4638116359710693, 1.6105314493179321, 2.004750967025757]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.303462028503418, 1.5339667797088623, 1.9850008487701416]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5292155742645264, 1.6159400939941406, 1.9954155683517456]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3070651292800903, 1.5160516500473022, 1.8198390007019043]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5370984077453613, 1.6493637561798096, 1.8152350187301636]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.473528504371643, 1.641770601272583, 1.9994971752166748]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5469434261322021, 1.6078591346740723, 1.8790618181228638]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5164361000061035, 1.606541633605957, 1.9116255044937134]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6676088571548462, 1.7021169662475586, 1.9060195684432983]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4038889408111572, 1.5142509937286377, 1.9825626611709595]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4746150970458984, 1.5405323505401611, 1.9541122913360596]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.421745777130127, 1.575587511062622, 1.8451412916183472]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5345208644866943, 1.5850608348846436, 1.9203271865844727]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5365281105041504, 1.6258728504180908, 1.8735359907150269]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6732288599014282, 1.7044405937194824, 1.8453490734100342]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.099606990814209, 1.4056037664413452, 1.9252080917358398]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5839625597000122, 1.6489688158035278, 1.8860491514205933]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4329781532287598, 1.587232232093811, 2.0400776863098145]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3248765468597412, 1.5224254131317139, 1.8368914127349854]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4518005847930908, 1.613170862197876, 1.9974210262298584]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5383312702178955, 1.6040496826171875, 1.9155234098434448]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.2270528078079224, 1.5115633010864258, 1.9816070795059204]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4954465627670288, 1.5802067518234253, 1.8921550512313843]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3455842733383179, 1.5964807271957397, 1.9509836435317993]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3729513883590698, 1.5694175958633423, 1.875186562538147]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4405471086502075, 1.5538568496704102, 1.9818692207336426]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3634768724441528, 1.603732705116272, 1.892181634902954]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.601078987121582, 1.6234461069107056, 1.969029426574707]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5144095420837402, 1.6449618339538574, 1.9755384922027588]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6179218292236328, 1.6867449283599854, 1.8475067615509033]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5716004371643066, 1.607250690460205, 1.9713634252548218]"
"['<sos>', 'price', 'camera', '<eos>']","[0.0, 1.4130315780639648, 1.5663529634475708, 1.861791729927063]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.554275631904602, 1.5793277025222778, 1.9749557971954346]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.47018563747406, 1.5559923648834229, 1.9375008344650269]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4013653993606567, 1.5281717777252197, 2.011586904525757]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.6386739015579224, 1.6384387016296387, 2.01344633102417]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.2757585048675537, 1.453992247581482, 1.8839558362960815]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.453423023223877, 1.5977364778518677, 2.0633151531219482]"
"['<sos>', 'product', 'quality', '<eos>']","[0.0, 1.4807710647583008, 1.5969467163085938, 2.0506579875946045]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.5790282487869263, 1.6688330173492432, 1.8786879777908325]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5107356309890747, 1.6193866729736328, 1.8591465950012207]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3383166790008545, 1.584774374961853, 1.9015710353851318]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.5006529092788696, 1.6225206851959229, 1.9307292699813843]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5242706537246704, 1.514248251914978, 2.0164122581481934]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4358404874801636, 1.535308837890625, 1.9238579273223877]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4534889459609985, 1.6324877738952637, 1.9431335926055908]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.2876437902450562, 1.5401431322097778, 2.0107743740081787]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4563326835632324, 1.5487127304077148, 1.9330310821533203]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.570816159248352, 1.592921495437622, 1.9622578620910645]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.55217707157135, 1.6441259384155273, 1.8225059509277344]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.456688642501831, 1.556440830230713, 1.9721922874450684]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4079533815383911, 1.5063992738723755, 1.994428277015686]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4362354278564453, 1.5633877515792847, 1.8063517808914185]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3330312967300415, 1.5153429508209229, 1.94381582736969]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.421276330947876, 1.5147624015808105, 1.9723163843154907]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4706343412399292, 1.5425028800964355, 1.8708806037902832]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.585414171218872, 1.6239566802978516, 1.8879576921463013]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.573203444480896, 1.5696399211883545, 2.0088160037994385]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3263732194900513, 1.535918951034546, 1.9302870035171509]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4716235399246216, 1.642756700515747, 1.9850397109985352]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4629201889038086, 1.5617790222167969, 2.062650203704834]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.509958028793335, 1.6480739116668701, 1.9661750793457031]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4334437847137451, 1.5796011686325073, 2.0653157234191895]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.456969976425171, 1.5239371061325073, 1.9202793836593628]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4167982339859009, 1.5754549503326416, 1.9882032871246338]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4390406608581543, 1.5246752500534058, 1.9956005811691284]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5502909421920776, 1.6056313514709473, 1.9127929210662842]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.517377495765686, 1.5627353191375732, 1.9881523847579956]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3597413301467896, 1.5319124460220337, 1.9214882850646973]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5275862216949463, 1.5992361307144165, 1.9003918170928955]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4411088228225708, 1.5334914922714233, 1.972251534461975]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3618946075439453, 1.5476124286651611, 1.8354637622833252]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4218206405639648, 1.5375585556030273, 1.9349706172943115]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3988207578659058, 1.5478488206863403, 1.8965075016021729]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4197651147842407, 1.5254912376403809, 1.9922022819519043]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.488111138343811, 1.5351402759552002, 2.028867483139038]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4829413890838623, 1.6154820919036865, 2.0309479236602783]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5069644451141357, 1.5968343019485474, 1.905009388923645]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4874536991119385, 1.6076180934906006, 2.029602527618408]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5352718830108643, 1.5834107398986816, 1.995535135269165]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4373629093170166, 1.5912766456604004, 2.036475419998169]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5642876625061035, 1.6493241786956787, 1.8504173755645752]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4096652269363403, 1.5948752164840698, 1.9856481552124023]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6281001567840576, 1.643612265586853, 1.899482011795044]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5235979557037354, 1.548474907875061, 2.03981614112854]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5118428468704224, 1.6018797159194946, 1.932509422302246]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2633970975875854, 1.597434401512146, 1.8823719024658203]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5276389122009277, 1.5652475357055664, 2.021320104598999]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.486661672592163, 1.568512201309204, 1.9356449842453003]"
"['<sos>', 'price', 'drive', '<eos>']","[0.0, 1.209141492843628, 1.420892596244812, 1.9073703289031982]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4518988132476807, 1.533481478691101, 2.024763584136963]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3932151794433594, 1.5751233100891113, 2.04010009765625]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4230923652648926, 1.5235068798065186, 1.9880692958831787]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2556746006011963, 1.5765409469604492, 1.970781683921814]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4321843385696411, 1.593795895576477, 1.8249168395996094]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4900225400924683, 1.6070187091827393, 2.053351640701294]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.51974618434906, 1.6229665279388428, 2.026848793029785]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4970494508743286, 1.5735079050064087, 1.9628089666366577]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4871690273284912, 1.5643943548202515, 1.9457595348358154]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3949124813079834, 1.5630589723587036, 1.9438022375106812]"
"['<sos>', 'price', 'price', 'sound', '<eos>']","[0.0, 1.3488779067993164, 1.5669795274734497, 1.5689963102340698, 2.012054681777954]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.597087025642395, 1.6052241325378418, 1.9431729316711426]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.454552412033081, 1.5294989347457886, 1.984695315361023]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4625732898712158, 1.5598299503326416, 1.9785878658294678]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.2919864654541016, 1.4923282861709595, 1.8741974830627441]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4265093803405762, 1.528558611869812, 2.0144848823547363]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3268203735351562, 1.5777747631072998, 1.735117793083191]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4325181245803833, 1.5638495683670044, 1.916652798652649]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5582618713378906, 1.6094404458999634, 1.9709779024124146]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.411161184310913, 1.567478060722351, 2.0132956504821777]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5237668752670288, 1.6188342571258545, 1.900327205657959]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4444499015808105, 1.643393874168396, 1.9170739650726318]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4654196500778198, 1.53445565700531, 2.0444653034210205]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3979367017745972, 1.543721318244934, 1.9301609992980957]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3143481016159058, 1.5593432188034058, 1.932005524635315]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.34512460231781, 1.5557982921600342, 1.9087148904800415]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5962826013565063, 1.6587785482406616, 1.8099664449691772]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.379101276397705, 1.5160017013549805, 1.977044939994812]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4811304807662964, 1.5590195655822754, 2.0097265243530273]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.373390555381775, 1.4844963550567627, 1.9301716089248657]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4422520399093628, 1.5674492120742798, 1.858748197555542]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4876686334609985, 1.568349838256836, 1.9992660284042358]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4582271575927734, 1.592695713043213, 1.7778598070144653]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4220085144042969, 1.5910123586654663, 1.9682523012161255]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5311038494110107, 1.6595791578292847, 2.0227832794189453]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5803701877593994, 1.6334760189056396, 1.9257169961929321]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5262353420257568, 1.6565462350845337, 2.0377049446105957]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.2669689655303955, 1.532989501953125, 1.787596583366394]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4585027694702148, 1.621224045753479, 2.011428117752075]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4530622959136963, 1.6161972284317017, 1.989835262298584]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.533987283706665, 1.6047580242156982, 2.0135445594787598]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5073658227920532, 1.568799376487732, 1.9119741916656494]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.59752357006073, 1.620538353919983, 1.920119285583496]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.53026282787323, 1.5524723529815674, 2.016319990158081]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3186181783676147, 1.541256308555603, 1.9545060396194458]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.2777546644210815, 1.5161123275756836, 1.868295669555664]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3617510795593262, 1.5058735609054565, 1.9148975610733032]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5023080110549927, 1.5866622924804688, 1.9034141302108765]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4974607229232788, 1.550044059753418, 1.9770606756210327]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5458134412765503, 1.5399763584136963, 1.9701956510543823]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4271761178970337, 1.5859683752059937, 1.8368409872055054]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.601012945175171, 1.6462323665618896, 1.8554741144180298]"
"['<sos>', 'price', 'price', 'price', '<eos>']","[0.0, 1.6905676126480103, 1.7238136529922485, 1.66602623462677, 1.9691874980926514]"
